comments,labels
父母总是希望孩子健健康康快快乐乐的就好 并不奢求名牌学校月薪八万这样的成功 可是一个人一生要经历多少磨难 连平凡的快乐都太难了 ,2
诚意很足的一部影片 情节基本都能圆回来 年代的质感也做到了 四星没问题 为贾玲加多一星,2
其实看得出贾玲拍得很克制 没有用自带哭点的bgm 依兰爱情故事  甚至好多感动的地方都没有用太浓重的背景音乐煽情 最后的反转也在原小品基础上进行了升华和改编 但还是太好哭了 ,2
氛围营造得不错 煽情也算点到为止没有超限 看完之后回忆起来也不记得自己看了个啥 但是立刻给我妈发了微信 我觉得就值五星了 ,2
处女座真的很不错 焕英说我要是有女儿就应该健康快乐真的太好哭了 还有就是最后晓玲发现原来焕英知道一切 这个设定简直太棒了,2
"赢在真诚 单就搞小品的这么真诚拍电影打败好多职业电影人就值得五星 支持贾玲 影院要是不删减就更好了",2
看完再回味英子的视角 眼泪更是哗啦啦 ,2
影评大多是从孩子的角度做的评价 我说说当妈之后的感受吧 那天我刨腹产 我和孩子都是死里逃生 因为活下来了 所以直到今天去回想 都好像电视剧里的情节 没有实感 只在每次见到一个新的医生或者护士 被很多遍地说  你们真幸运啊 我见过好多同种状况下的孩子或妈妈就那样没了 的时候 才意识到自己真的是经历了很不得了的事情 可是你问我若重来一次 会放弃这个孩子吗 不会 也没什么理由 就是本能 而且真的是 不需要孩子出人头地 只要健康快乐就行了 因为健康快乐并不是件容易的事 有时是需要很大运气和努力的 而至于我的母亲呢 和贾玲一样 我能想到最好的回报也是 下辈子让她做我的女儿 让我好好爱她 其他的回报真的都太微不足道了 ,0
好笑又好哭 贾玲太棒了,2
贾玲第一次做导演 交上来一张非常不错的答卷 这个故事直击亲情 错位时空的处理也擅长喜剧类型的发挥 尤其是父亲形象的虚化更是侧重表现了女性生存现状 这是贾玲给自己母亲的一封情书 也希望所有女性都能自由勇敢做自己 另外 第一次当导演的贾玲大概下了很多功夫 几处镜头处理有经典日影内味了 ,2
妈坐在旁边 不敢哭出声 ,0
套路都懂 情节也猜到了 但是对于亲情就是毫无抵抗力,2
简单纯粹 在喧哗的春节档里显得格格不入又十分显眼 难得的是每个包袱都还不错 不油不尬不挠胳肢窝 唯有真情最动人 结构也很好 最后的大催泪弹节奏很精准 在观众要松一口气的时候突然推上去 哭得好爽 ,2
是我太敏感还是什么 我竟然解读出了父亲角色缺失 片子是感人的 只是这个转折有点快了 冷特的角色 甚至连工具人都没算上啊 玲儿加油 ,0
大年初一 早上点 一个人 影片结束飞奔出了影院 生怕让人看到我哭红的双眼 ps 全程笑了多次 哭了十分钟 谢谢贾玲 ,2
本想四星 结局又搬回一星 英雄不问出处 ,2
可能是因为热度高 剧透比较多 看的时候并没有感觉很惊艳 不过里面的感情很真挚 ,2
结尾处理不错 相信影院很多人和我一样默默流泪了 ,2
好奇怪的体验 从来没有过的 看这个电影的时候 影厅里那些说小话儿的 评论的太大声的 没有引起我一丝反感 甚至感到 怎么形容呢 就是 那种很感谢大家跟我一起看这个电影的感觉  对 那个词是亲切 虽然一想就涌起哭意 但我是被治愈了 谢谢你 贾玲 ,2
张小斐为什么这么美   最后歌一响起来眼泪唰就下来了 一搜才知道歌也是她唱的,2
真是催泪炸弹以至于无法评价 我旁边一个男生哭的比我还厉害 贾玲很好真的很好 但一个健康的理念是社会不应该过分神化母亲 过分鼓吹与强调母亲的奉献与牺牲,0
穿越不是意外 而是与千万次的祈祷撞个满怀 离别不是空白 只是换另一种方式回到未来 无法执手那一段红毯 就任你安排疯狂的青春 难以出席这一场演出 就陪你谢幕荒诞的舞台 幸福不是更好的选择 而是自愿的奔赴 喜剧不是繁杂的堆砌 而是真诚的书写  最美的不是重回青春的艳阳天 而是渐渐为你变作中年妇女的屋檐 只是分明是两个人共同的心愿 为何要留一个人独自健康快乐的承诺 ,2
"距上一次电影院里面人山人海已是一年前的事了 有笑有泪有感触 这个票价值得  我宝 只愿你健健康康 开开心心的  ",2
有瑕疵 但给我带来太多的共鸣和触动 是部成功的喜剧片和 东亚 家庭剧情片 手动   部分紧抓瑕疵不放而完全忽视这部电影真挚的情感表达和娴熟的叙述手法的影评 如果是为了逃避电影的真挚 看来是爱刺痛了ta 如果是因为作为子女完全无法共情 那我猜ta成长中没有获得过中式父母牺牲般的养育之情 我祝福他们的自由 但也为他们惋惜 ,2
 魂穿是老套到不行的题材 但是却拍的很有新意    乘风破浪 是穿越回去寻找妈妈 和父亲和解 流畅的剧本 浮夸的表演    你好 李焕英 是穿越回去报答妈妈 开心麻花把喜剧电影拍成电视剧 贾玲的喜剧是给你大笑大闹 你不知不觉笑着就想着了  那些记忆 不仅是贾玲的 而是所有人的 真实的孕育情感在电影里 以自身做衣 给他人做梦   亲情是永远的主题 又真又切 感谢贾玲吧 如此开心的看了一部喜剧 ,2
焕英阿姨啊 你女儿小玲现在可有出息了 你在天上看到了吗 ,1
沈腾的戏份约等于欢乐颂男主 其他不评论,2
贾玲水平有限 奈何感情无比真挚 虽然结尾让我哭的稀里哗啦 但也没能改变前半段就是个低配版夏洛特烦恼的状况 ,2
这完全是贾玲拍给自己的作品 不是拍给观众的 充满了个人的执念 ,0
前一个小时强行塞包袱 后面干嚎占二十分钟   ,0
分 豆瓣 分我是真觉得过分了 就电影论电影的话 贾玲这部作品最大的问题在于它不太像电影 但也确实比小品形态提升了不少  如果无视这一点 主要凭是否感动或者哭了多少眼泪来评价它的优劣 那就好比让情色片与AV同台竞技 主要凭观众生理反应的指标来评价优劣   同样是女性导演的亲情题材 许鞍华 桃姐  分 张艾嘉 相爱相亲  分 就是把贾玲纪念母亲的真诚用心全算上 它跟蒋雯丽 我们天上见   同样演员出身的导演处女作 同样纪念自己至亲  也差了几条街 后者的确是一部电影 蒋雯丽之后没再做导演让我觉得可惜 而贾玲如果之后再做导演我只会觉得她是飘了  如果你只是把它当成一件商品 那么眼泪的容量可以跟商品的质量成正比 如果你还把它当成一件艺术品 那么真诚只是优秀艺术品的要素之一 技巧和手法同等重要 ,2
其实还是小品段子电影 最大的梗电影看得稍多些的观众一早就能猜到 但胜在有真感情 没有绝大部分国产喜剧那股鸡贼味 这片或许确实只能由贾玲自己来拍 换别的导演 就算拍得更成熟 更电影 恐怕也达不到现在的效果 或者说 就会是另一个故事了 ,2
 分绝对是太不正常了  李焕英 你不能说它差 但也绝对称不上好 只是前些年综艺大电影版的变形罢了 主题选择了 子欲养而亲不在  表达上却仅限于一味的情感宣泄 里面其实你很难找出一个完整鲜活的角色 母 女也只是传统文化几千年来堆砌出来的固定形象 除了伟大和孝顺找不到更多的形容词 ,0
看到 分才决定去看的 看完了 就这 是我要求太高了吗 很多桥段感觉很刻意和做作 张小菲的假笑只有我感受到了吗  最后的反转的确有感动到 但也不至于如热搜所说湿了两个口罩吧 我还特意有所准备 我的感受是这部剧营销过头了吧,0
贾晓玲撮合李焕英和沈光林这段有很多笑点 但内核是很扎心的  因为它体现了贾晓玲的自卑和丧 她觉得自己活着什么用都没有 她凭借自己无法让母亲过上更好的生活 所以她才想出这个办法  很多人看了 李焕英 后都说 如果母亲生的不是我 她是不是会过得更幸福  但这并不是电影想要表达的主题 电影想表达的是 你的母亲觉得有你这样的儿女 就已经很幸福了  贾晓玲说她会看相 她看到李焕英未来的女儿会出国留学 而且收入很高  而李焕英说 我的女儿 我就让她健康快乐就行了  其实天下母亲都是如此  如果我们能功成名就当然更好 但如果我们没有功成名就 难道她们就会觉得我们不配做她们的儿女吗  事实是无论我们贫穷还是富贵 成功还是平凡 她们都会以我们为傲  因为重要的不是我们做出多大的成就 重要的是 我们  ,2
催泪神器 给四颗星五颗星都可以理解 毕竟大家都太想 让妈妈高兴 了 ,2
仅强于 囧妈  结尾不错改分了,2
有一种 上当 了的感觉 第一次觉得豆瓣评分不可信,0
观感有些复杂 哭了 但你又知道这个哭是生理性的 被煽动的 你不太确定那是不是感动 你为这样的自己感到厌恶,0
到底是一种怎样的执念 让焕英这老母亲 在人生最后的回光返照里 在明知晓玲的破洞牛仔裤是流行的情况下 都要把那洞给缝上 ,1
如今想看一部不着重煽情的喜剧已经成为奢求了吗,0
吹的太过了  分顶天了 整个就一个小品 这样的画质和声效离影院标准差太远了 网播就行了 据说投资 个亿 少两个都不影响效果 要不是我的免费票没别的看了 真不会看 ,0
千万别和你妈一起看这片 特别是知道你妈当年有的选并且选错了而且你现在不太行的情况下 看完我只敢聊去哪吃饭,0
作为一部电影来说 是不及格的 严重过誉 剧情结构太弱 逻辑基础混乱 表演舞台化严重 强行抖机灵的台词和用力过重的表演 都让人尴尬得出戏 反而掩盖和混淆了剧作本身表达的内容 前半个小时 我深刻自我怀疑 就这 中间一个小时我满心期待会有更好的编排 却越来越失望 最后半个小时 我感觉被捏住脖子摁在地上强行质问 你哭不哭 体验极为不好 ,0
  比较精彩的一段是沈腾上台表演二人转但是台下观众都被热血沸腾地感动了这一场 能看出贾玲对舞台喜剧的理解有点周星驰的劲头在里面 但小品串联加嚎啕大哭以眼泪冲刷银幕的组合实在不能称之为电影 我觉得华语电影能留给母子情的眼泪体量就只有三十多年前的 妈妈再爱我一次 这么多 剩下的都有点相形见绌 这也意味着单纯刷眼泪没意义 看到现在 整个华语电影界只有周星驰具备把悲剧拍成喜剧的作者能力 其根本点在于它他悲喜剧的着眼点皆是瞬间情绪的凝聚捕捉发散和释放 而非对一段外在物理关系的纠结缠绕左思右想生死不舍 前者是电影 后者再惹笑好哭 也还是春晚小品 ,2
承认是贾玲的真实感情 但仅限于此 ,0
剧情感情不落俗套 但煽情手段太落俗套 为什么国内电影都是这种 外放 的形式来煽情升华啊  在影院里一边心里吐槽一边忍不住跟着哭的心情真的好崩溃,0
提前看影评说会哭的稀里哗啦 所以看的时候我一直在憋着等最感人的时候再哭 结果憋着憋着就结束了  ,0
